timestamp,age,gender,country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
2014-08-28 03:15:01,36,male,germany,unknown,no,no,no,don't know,26-100,no,yes,yes,yes,no,no,yes,very easy,no,no,some of them,yes,maybe,maybe,yes,no
2014-08-28 03:16:53,35,male,germany,unknown,no,no,no,don't know,26-100,no,yes,no,no,no,no,maybe,very easy,maybe,no,some of them,some of them,no,no,maybe,no
2014-08-28 03:29:19,29,female,australia,unknown,no,yes,yes,sometimes,more than 1000,no,no,yes,yes,yes,yes,no,somewhat difficult,yes,no,some of them,some of them,no,no,no,yes
2014-08-28 03:36:10,57,male,united states,ca,no,no,no,never,26-100,no,yes,yes,yes,no,yes,yes,somewhat difficult,yes,maybe,no,no,no,maybe,maybe,yes
2014-08-28 03:42:58,31,female,belgium,unknown,no,yes,yes,rarely,100-500,no,no,yes,no,no,no,no,don't know,maybe,no,some of them,no,no,no,maybe,yes
2014-08-28 03:47:30,37,male,ireland,unknown,yes,no,no,never,6-25,no,yes,no,no,no,no,maybe,don't know,yes,maybe,no,no,no,maybe,maybe,no
2014-08-28 03:49:56,25,male,ireland,unknown,no,yes,yes,sometimes,26-100,no,yes,no,no,no,no,maybe,don't know,maybe,no,some of them,some of them,no,maybe,no,no
2014-08-28 03:52:05,30,male,australia,unknown,no,no,no,sometimes,26-100,no,yes,no,no,no,no,maybe,very easy,no,no,some of them,some of them,no,no,maybe,no
2014-08-28 04:00:30,26,female,australia,unknown,no,yes,no,sometimes,100-500,no,no,no,yes,yes,yes,maybe,somewhat easy,no,no,yes,yes,no,no,maybe,no
2014-08-28 04:02:47,22,female,netherlands,unknown,no,no,no,often,6-25,no,yes,no,no,no,no,maybe,don't know,no,no,no,some of them,no,yes,maybe,no
2014-08-28 04:07:34,39,male,united states,fl,no,no,no,rarely,more than 1000,yes,no,maybe,no,yes,yes,maybe,don't know,no,no,some of them,some of them,no,maybe,maybe,no
2014-08-28 04:09:14,29,male,united kingdom,unknown,no,yes,yes,never,100-500,no,yes,maybe,not sure,maybe,maybe,maybe,don't know,maybe,maybe,no,no,no,no,no,no
2014-08-28 04:11:27,54,male,united kingdom,unknown,yes,yes,yes,sometimes,1-5,yes,yes,maybe,not sure,no,no,maybe,very easy,no,no,some of them,yes,yes,yes,maybe,yes
2014-08-28 04:16:30,34,female,australia,unknown,no,yes,no,never,500-1000,no,no,maybe,no,yes,yes,maybe,don't know,yes,maybe,no,no,no,no,maybe,yes
2014-08-28 04:23:01,32,male,united states,wa,no,no,yes,never,500-1000,no,no,yes,not sure,yes,yes,maybe,very easy,maybe,no,no,no,no,no,yes,no
2014-08-28 04:24:03,25,male,nigeria,unknown,no,no,no,don't know,6-25,no,yes,no,no,no,no,maybe,don't know,maybe,no,yes,yes,no,yes,maybe,no
2014-08-28 04:30:08,29,male,poland,unknown,no,no,no,rarely,1-5,no,yes,no,no,no,no,no,somewhat difficult,no,maybe,some of them,no,no,no,yes,no
2014-08-28 04:34:32,32,male,germany,unknown,yes,no,no,never,1-5,yes,yes,no,no,no,no,maybe,don't know,no,no,some of them,yes,no,maybe,maybe,no
2014-08-28 04:37:54,30,male,united kingdom,unknown,no,yes,yes,sometimes,more than 1000,no,yes,yes,yes,no,maybe,yes,don't know,maybe,no,some of them,yes,no,yes,yes,no
2014-08-28 04:53:52,31,male,germany,unknown,no,no,no,don't know,6-25,no,yes,maybe,no,no,maybe,maybe,somewhat easy,no,no,some of them,yes,maybe,maybe,maybe,no
2014-08-28 05:05:32,20,female,switzerland,unknown,no,no,no,rarely,more than 1000,no,yes,yes,yes,yes,yes,yes,somewhat easy,no,no,some of them,some of them,no,maybe,yes,no
2014-08-28 05:12:15,27,male,united kingdom,unknown,no,no,no,never,1-5,no,yes,maybe,no,no,maybe,maybe,don't know,no,no,some of them,yes,maybe,maybe,maybe,no
2014-08-28 05:14:28,32,male,united states,ca,no,no,no,never,more than 1000,no,yes,maybe,not sure,maybe,maybe,maybe,don't know,maybe,maybe,some of them,some of them,no,no,maybe,no
2014-08-28 06:02:05,26,male,ireland,unknown,yes,no,no,never,1-5,yes,yes,no,no,no,no,maybe,somewhat difficult,maybe,no,some of them,yes,maybe,maybe,yes,no
2014-08-28 06:05:18,30,male,italy,unknown,no,no,no,sometimes,more than 1000,no,no,maybe,no,no,no,yes,very easy,no,no,some of them,some of them,no,no,maybe,no
2014-08-28 06:10:25,30,male,ireland,unknown,no,no,yes,sometimes,26-100,yes,yes,no,no,maybe,no,maybe,very difficult,maybe,maybe,some of them,no,no,no,no,no
2014-08-28 06:11:06,22,male,india,unknown,yes,no,no,don't know,1-5,yes,yes,maybe,no,maybe,maybe,maybe,very easy,maybe,maybe,some of them,some of them,maybe,maybe,yes,yes
2014-08-28 06:27:59,24,male,ireland,unknown,no,no,no,don't know,more than 1000,no,yes,maybe,not sure,maybe,maybe,maybe,don't know,no,no,no,no,no,no,maybe,no
2014-08-28 06:30:18,26,male,netherlands,unknown,no,no,no,never,26-100,no,yes,no,no,no,no,maybe,don't know,maybe,maybe,no,no,no,no,maybe,no
2014-08-28 07:01:30,43,male,france,unknown,no,no,no,don't know,100-500,no,yes,maybe,no,no,no,maybe,don't know,no,no,some of them,yes,maybe,maybe,maybe,no
2014-08-28 07:03:00,26,male,russia,unknown,no,no,no,never,26-100,no,yes,no,not sure,no,maybe,maybe,somewhat difficult,no,no,some of them,no,no,maybe,maybe,no
2014-08-28 07:03:03,23,male,united states,nc,no,yes,no,sometimes,6-25,no,yes,maybe,not sure,no,maybe,maybe,don't know,maybe,no,no,no,no,maybe,maybe,no
2014-08-28 07:12:03,26,male,canada,unknown,no,no,no,don't know,100-500,yes,yes,yes,not sure,maybe,yes,maybe,somewhat easy,no,no,some of them,some of them,no,no,yes,no
2014-08-28 08:00:40,26,female,israel,unknown,no,yes,no,never,100-500,no,yes,maybe,no,maybe,maybe,maybe,don't know,maybe,no,some of them,no,no,no,yes,no
2014-08-28 08:06:43,35,male,canada,unknown,no,yes,no,sometimes,26-100,no,yes,maybe,no,no,no,maybe,don't know,maybe,maybe,some of them,some of them,no,no,no,no
2014-08-28 08:18:06,28,male,united states,il,no,no,yes,sometimes,26-100,yes,no,maybe,not sure,no,maybe,maybe,don't know,no,no,some of them,yes,no,maybe,maybe,no
2014-08-28 08:23:11,22,male,india,unknown,no,no,no,don't know,26-100,no,yes,no,no,no,no,maybe,don't know,maybe,maybe,some of them,yes,maybe,maybe,maybe,no
2014-08-28 08:39:49,29,female,united states,oh,no,yes,yes,rarely,6-25,no,yes,maybe,no,no,no,maybe,don't know,yes,no,no,no,no,no,maybe,no
2014-08-28 08:40:55,29,male,germany,unknown,yes,no,no,don't know,1-5,no,yes,no,yes,no,no,yes,very easy,no,no,yes,yes,yes,yes,yes,no
2014-08-28 08:43:23,45,male,united states,va,no,no,yes,often,1-5,yes,yes,yes,not sure,no,yes,maybe,very easy,no,no,yes,yes,no,maybe,yes,no
2014-08-28 08:43:57,33,male,bulgaria,unknown,no,no,yes,rarely,26-100,yes,yes,no,no,no,no,maybe,somewhat easy,maybe,no,some of them,some of them,no,maybe,maybe,yes
2014-08-28 08:43:58,38,male,united states,mn,no,no,yes,sometimes,more than 1000,no,no,yes,yes,yes,yes,maybe,don't know,no,no,some of them,yes,no,no,maybe,no
2014-08-28 09:02:16,19,other,united states,mo,no,yes,yes,often,26-100,no,no,maybe,not sure,no,no,maybe,somewhat difficult,maybe,maybe,no,no,no,maybe,no,no
2014-08-28 09:09:30,29,female,canada,unknown,no,no,yes,rarely,more than 1000,yes,no,yes,yes,yes,maybe,yes,somewhat easy,no,no,no,yes,no,maybe,maybe,no
2014-08-28 09:16:21,21,female,united kingdom,unknown,no,no,no,don't know,6-25,no,yes,no,no,no,no,maybe,don't know,yes,maybe,some of them,no,no,no,maybe,no
2014-08-28 09:18:13,23,female,india,unknown,no,yes,yes,sometimes,more than 1000,no,yes,maybe,not sure,no,maybe,maybe,don't know,yes,maybe,no,no,no,no,maybe,no
2014-08-28 09:40:42,33,female,united states,nc,no,yes,yes,rarely,more than 1000,no,yes,yes,yes,yes,yes,yes,somewhat easy,no,no,some of them,yes,no,no,yes,no
2014-08-28 09:53:42,49,male,united states,ny,no,yes,yes,sometimes,100-500,no,yes,yes,not sure,yes,yes,yes,somewhat easy,maybe,maybe,some of them,yes,no,no,yes,no
2014-08-28 09:53:57,28,male,united states,nm,no,no,no,don't know,26-100,yes,yes,maybe,no,no,no,maybe,don't know,maybe,no,some of them,no,no,no,maybe,no
2014-08-28 09:54:21,27,female,united kingdom,unknown,no,no,yes,sometimes,6-25,yes,yes,maybe,not sure,yes,maybe,yes,very easy,no,no,yes,yes,maybe,maybe,yes,no
2014-08-28 09:54:38,23,male,canada,unknown,no,no,yes,sometimes,6-25,no,yes,yes,no,no,no,maybe,somewhat easy,maybe,maybe,some of them,some of them,no,no,maybe,no
2014-08-28 09:54:47,29,male,netherlands,unknown,no,no,no,never,1-5,yes,yes,no,no,no,no,yes,somewhat easy,no,no,yes,yes,no,maybe,yes,no
2014-08-28 09:54:51,30,male,germany,unknown,no,no,no,don't know,26-100,no,yes,maybe,no,no,maybe,yes,somewhat easy,no,no,some of them,no,maybe,maybe,maybe,no
2014-08-28 09:55:14,28,female,canada,unknown,no,no,no,don't know,more than 1000,no,yes,yes,not sure,maybe,maybe,maybe,somewhat easy,no,no,some of them,yes,no,no,maybe,no
2014-08-28 09:56:03,32,male,united kingdom,unknown,no,no,no,don't know,6-25,no,yes,no,no,no,no,maybe,don't know,yes,no,no,no,no,yes,no,no
2014-08-28 09:56:04,32,male,united kingdom,unknown,no,no,yes,sometimes,26-100,no,no,yes,yes,no,no,yes,very easy,no,no,no,yes,no,no,yes,no
2014-08-28 09:56:10,37,male,france,unknown,no,no,no,don't know,100-500,no,yes,no,no,no,no,maybe,somewhat easy,maybe,maybe,some of them,some of them,no,maybe,no,no
2014-08-28 09:56:21,39,female,united states,tx,no,no,no,don't know,more than 1000,yes,no,no,yes,no,no,maybe,very difficult,yes,maybe,no,no,no,maybe,no,no
2014-08-28 09:56:30,31,male,france,unknown,no,no,no,don't know,500-1000,no,yes,maybe,no,no,maybe,maybe,don't know,maybe,maybe,some of them,no,no,no,yes,no
2014-08-28 09:57:02,29,male,united states,sc,no,no,no,don't know,6-25,no,yes,no,no,no,maybe,maybe,somewhat difficult,maybe,maybe,some of them,no,no,no,maybe,no
2014-08-28 09:57:10,30,male,united states,fl,no,no,no,don't know,100-500,no,no,yes,no,no,maybe,maybe,don't know,maybe,no,some of them,yes,no,no,maybe,no
2014-08-28 09:57:25,33,male,united states,wa,yes,yes,yes,rarely,1-5,yes,yes,no,yes,yes,yes,no,very difficult,no,no,yes,yes,no,no,yes,yes
2014-08-28 09:58:08,37,male,united states,ca,no,yes,yes,sometimes,100-500,no,yes,yes,yes,maybe,maybe,yes,don't know,maybe,no,yes,yes,no,no,maybe,no
2014-08-28 09:59:39,23,male,united states,oh,no,no,yes,often,26-100,no,no,yes,yes,yes,no,yes,somewhat easy,no,no,some of them,yes,no,maybe,yes,no
2014-08-28 09:59:39,43,male,united states,tn,no,yes,yes,sometimes,26-100,no,no,yes,not sure,no,yes,maybe,somewhat easy,yes,no,no,no,no,no,no,no
2014-08-28 10:00:48,32,male,united kingdom,unknown,no,no,yes,rarely,100-500,no,yes,maybe,no,no,no,maybe,don't know,maybe,no,yes,yes,no,maybe,no,yes
2014-08-28 10:01:15,26,male,united states,ny,no,no,no,never,26-100,no,yes,maybe,not sure,no,no,maybe,don't know,yes,yes,some of them,no,no,no,no,no
2014-08-28 10:01:31,32,male,united states,ny,yes,no,yes,sometimes,1-5,yes,yes,maybe,not sure,maybe,maybe,maybe,very easy,no,no,yes,yes,yes,yes,maybe,no
2014-08-28 10:02:09,37,female,united states,mo,no,no,no,don't know,26-100,yes,yes,maybe,not sure,no,maybe,maybe,don't know,yes,no,some of them,no,no,no,maybe,no
2014-08-28 10:02:23,29,male,united states,ny,no,no,yes,often,26-100,no,yes,yes,yes,no,no,yes,very easy,no,no,yes,yes,maybe,maybe,yes,no
2014-08-28 10:02:45,34,male,united kingdom,unknown,no,no,no,don't know,6-25,no,yes,no,no,no,no,maybe,somewhat easy,maybe,maybe,some of them,yes,no,maybe,maybe,no
2014-08-28 10:04:34,27,male,france,unknown,no,no,no,don't know,6-25,no,yes,maybe,not sure,maybe,maybe,maybe,don't know,no,no,yes,yes,no,no,yes,no
2014-08-28 10:04:41,30,male,united states,tn,no,yes,no,never,100-500,no,yes,maybe,no,no,maybe,maybe,very easy,no,no,some of them,yes,no,maybe,maybe,no
2014-08-28 10:05:43,29,male,united states,co,no,no,no,never,6-25,no,yes,yes,yes,no,yes,yes,don't know,maybe,no,some of them,some of them,no,no,no,no
2014-08-28 10:07:37,32,male,united states,pa,yes,yes,yes,sometimes,1-5,yes,yes,yes,yes,maybe,maybe,maybe,very difficult,yes,maybe,some of them,no,no,no,no,no
2014-08-28 10:07:53,-1726,male,united kingdom,unknown,no,no,yes,sometimes,26-100,no,no,no,no,no,no,maybe,somewhat difficult,yes,no,no,no,no,maybe,maybe,no
2014-08-28 10:08:19,25,male,germany,unknown,no,no,no,don't know,500-1000,no,yes,yes,yes,maybe,yes,yes,somewhat easy,maybe,maybe,some of them,yes,yes,yes,yes,no
2014-08-28 10:08:34,37,male,united states,ny,yes,no,no,don't know,6-25,yes,yes,yes,yes,yes,no,yes,somewhat easy,no,no,yes,yes,maybe,maybe,yes,no
2014-08-28 10:10:29,29,male,netherlands,unknown,no,yes,no,don't know,6-25,no,yes,no,no,no,no,maybe,very easy,no,no,some of them,yes,no,maybe,yes,no
2014-08-28 10:11:52,27,male,united states,mn,no,no,no,don't know,26-100,no,yes,yes,not sure,no,maybe,maybe,don't know,no,no,yes,yes,no,no,maybe,no
2014-08-28 10:13:44,33,male,united kingdom,unknown,no,no,no,don't know,6-25,no,yes,maybe,no,no,no,maybe,don't know,maybe,no,some of them,some of them,no,maybe,maybe,no
2014-08-28 10:15:52,30,male,canada,unknown,no,yes,yes,sometimes,more than 1000,no,no,maybe,no,no,no,no,very difficult,yes,no,some of them,no,no,yes,no,yes
2014-08-28 10:16:55,29,male,canada,unknown,no,no,no,don't know,1-5,yes,yes,no,yes,no,no,maybe,somewhat difficult,maybe,maybe,yes,yes,no,maybe,maybe,no
2014-08-28 10:17:19,25,male,united states,mo,no,yes,yes,never,6-25,yes,yes,maybe,no,yes,maybe,maybe,don't know,yes,no,some of them,yes,no,no,no,no
2014-08-28 10:18:34,33,male,united states,wy,no,yes,yes,sometimes,1-5,no,no,no,yes,no,no,maybe,don't know,no,no,some of them,yes,maybe,maybe,maybe,no
2014-08-28 10:18:46,31,male,south africa,unknown,no,no,no,never,100-500,yes,yes,no,no,no,no,no,don't know,no,no,some of them,some of them,no,maybe,no,no
2014-08-28 10:20:37,21,male,germany,unknown,no,no,no,rarely,6-25,yes,yes,maybe,no,no,no,maybe,very easy,maybe,maybe,some of them,some of them,no,maybe,no,no
2014-08-28 10:22:06,30,male,switzerland,unknown,no,yes,yes,sometimes,26-100,no,yes,maybe,no,no,no,no,very difficult,yes,yes,no,no,no,no,no,no
2014-08-28 10:24:19,29,male,united states,mn,no,no,no,don't know,more than 1000,no,no,maybe,not sure,maybe,maybe,maybe,don't know,no,no,yes,yes,no,no,no,no
2014-08-28 10:25:39,43,male,croatia,unknown,yes,no,yes,sometimes,1-5,yes,yes,no,no,no,no,yes,very difficult,yes,no,yes,no,no,maybe,no,yes
2014-08-28 10:29:47,37,male,united kingdom,unknown,no,no,yes,often,6-25,no,yes,no,no,no,no,maybe,don't know,yes,no,yes,yes,maybe,yes,no,no
2014-08-28 10:30:04,24,male,france,unknown,no,no,no,don't know,26-100,no,yes,no,no,yes,no,maybe,don't know,maybe,no,yes,some of them,no,no,maybe,no
2014-08-28 10:30:44,29,male,united states,md,no,no,no,don't know,6-25,yes,yes,maybe,not sure,no,no,maybe,very easy,no,no,yes,yes,no,no,maybe,no
2014-08-28 10:34:01,31,male,united states,ky,no,no,no,don't know,26-100,no,no,yes,yes,yes,yes,yes,don't know,no,no,yes,yes,no,no,maybe,no
2014-08-28 10:35:55,5,male,united states,oh,no,no,no,don't know,100-500,no,yes,maybe,not sure,no,no,maybe,somewhat easy,no,no,yes,yes,no,no,yes,no
2014-08-28 10:42:09,33,male,united kingdom,unknown,yes,no,no,never,100-500,no,no,no,not sure,no,no,maybe,very easy,no,no,yes,some of them,no,yes,no,no
2014-08-28 10:45:21,43,male,united states,ny,no,no,no,don't know,more than 1000,no,no,yes,yes,maybe,yes,yes,don't know,no,no,some of them,yes,no,maybe,maybe,no
2014-08-28 10:47:12,33,male,united kingdom,unknown,no,no,yes,sometimes,26-100,no,yes,maybe,not sure,no,no,maybe,don't know,maybe,no,some of them,no,no,maybe,maybe,no
2014-08-28 10:51:08,27,male,united kingdom,unknown,no,no,no,don't know,6-25,no,yes,no,no,no,yes,yes,don't know,maybe,no,yes,some of them,no,yes,yes,no
2014-08-28 10:52:33,36,male,united states,tn,no,yes,yes,sometimes,more than 1000,yes,no,maybe,no,maybe,maybe,maybe,don't know,yes,maybe,no,no,no,maybe,maybe,no
2014-08-28 10:54:31,37,male,australia,unknown,no,yes,yes,sometimes,26-100,no,yes,no,yes,no,no,yes,very easy,no,no,some of them,yes,no,maybe,yes,yes
2014-08-28 10:57:23,32,male,belgium,unknown,no,no,no,don't know,6-25,no,yes,no,yes,no,no,maybe,very difficult,yes,maybe,no,no,no,no,no,no
2014-08-28 11:02:41,39,male,united kingdom,unknown,no,no,yes,sometimes,100-500,no,yes,no,no,no,no,maybe,very easy,no,no,no,some of them,no,yes,yes,no
2014-08-28 11:04:00,31,male,united states,tx,no,yes,yes,sometimes,26-100,no,yes,yes,yes,no,maybe,maybe,somewhat easy,maybe,no,some of them,yes,maybe,yes,maybe,no
2014-08-28 11:04:17,36,male,united states,oh,no,no,yes,sometimes,100-500,yes,yes,yes,yes,no,no,maybe,very difficult,maybe,maybe,some of them,some of them,maybe,maybe,maybe,no
2014-08-28 11:07:23,30,male,united states,tx,yes,no,yes,sometimes,26-100,yes,yes,maybe,not sure,maybe,maybe,maybe,don't know,no,no,some of them,some of them,no,yes,maybe,no
2014-08-28 11:09:03,28,male,canada,unknown,no,no,no,don't know,6-25,no,yes,yes,not sure,no,maybe,yes,very easy,no,no,some of them,yes,maybe,maybe,yes,no
2014-08-28 11:10:53,32,male,italy,unknown,no,no,no,don't know,6-25,no,yes,no,no,no,no,no,somewhat difficult,maybe,no,some of them,no,maybe,maybe,no,no
2014-08-28 11:14:21,35,male,united states,ca,no,yes,yes,rarely,6-25,no,yes,yes,yes,yes,yes,yes,very easy,no,no,some of them,yes,no,no,yes,no
2014-08-28 11:15:42,19,male,canada,unknown,no,no,yes,sometimes,26-100,no,yes,maybe,not sure,no,no,maybe,somewhat difficult,no,no,some of them,yes,no,yes,maybe,no
2014-08-28 11:19:35,33,male,norway,unknown,no,yes,no,don't know,26-100,no,yes,yes,yes,no,no,maybe,very easy,no,no,some of them,yes,no,no,maybe,no
2014-08-28 11:20:14,42,male,germany,unknown,no,no,no,don't know,more than 1000,yes,yes,maybe,not sure,yes,yes,yes,very easy,no,no,some of them,no,no,maybe,yes,no
2014-08-28 11:21:17,37,male,united states,mi,no,yes,yes,sometimes,100-500,no,yes,maybe,not sure,maybe,maybe,maybe,don't know,maybe,no,some of them,some of them,no,no,maybe,no
2014-08-28 11:21:48,40,male,thailand,unknown,yes,no,no,never,6-25,no,yes,no,no,no,no,yes,very easy,no,no,some of them,yes,maybe,maybe,yes,no
2014-08-28 11:22:04,36,male,united states,ca,no,no,no,never,more than 1000,no,yes,yes,yes,yes,yes,yes,very easy,no,no,some of them,yes,no,no,yes,no
2014-08-28 11:26:15,29,female,united states,or,no,yes,yes,sometimes,26-100,yes,no,maybe,no,no,maybe,maybe,don't know,maybe,no,some of them,yes,no,maybe,maybe,no
2014-08-28 11:27:56,38,female,united states,nc,no,yes,yes,sometimes,26-100,no,no,yes,not sure,no,maybe,maybe,don't know,maybe,no,no,no,no,no,maybe,no
2014-08-28 11:29:20,26,male,united states,ca,no,yes,yes,sometimes,more than 1000,no,yes,yes,no,yes,maybe,maybe,somewhat difficult,yes,maybe,no,no,no,maybe,no,no
2014-08-28 11:32:37,34,male,germany,unknown,no,no,no,rarely,26-100,no,yes,no,no,no,no,yes,somewhat easy,maybe,maybe,no,some of them,maybe,maybe,yes,no
2014-08-28 11:34:36,21,male,united states,il,no,no,yes,often,more than 1000,no,no,no,yes,no,no,no,don't know,yes,no,some of them,some of them,no,yes,no,yes
2014-08-28 11:36:48,31,male,canada,unknown,yes,yes,no,sometimes,1-5,yes,yes,no,yes,no,no,yes,somewhat easy,no,no,no,no,no,no,yes,no
2014-08-28 11:38:30,37,female,united states,ca,no,yes,yes,rarely,26-100,no,no,yes,yes,yes,yes,maybe,don't know,maybe,maybe,yes,some of them,no,maybe,yes,no
2014-08-28 11:40:11,37,male,ireland,unknown,no,yes,yes,sometimes,1-5,no,yes,no,no,no,no,maybe,very easy,no,no,yes,yes,maybe,maybe,yes,no
2014-08-28 11:44:43,38,male,ireland,unknown,no,yes,yes,sometimes,1-5,no,yes,no,no,no,no,no,very difficult,yes,yes,no,no,no,no,no,no
2014-08-28 11:47:35,27,female,united states,ca,no,no,yes,sometimes,100-500,no,yes,maybe,not sure,yes,maybe,maybe,somewhat easy,yes,no,some of them,no,no,maybe,no,no
2014-08-28 11:48:12,39,male,netherlands,unknown,yes,no,no,don't know,6-25,no,yes,no,no,yes,no,yes,somewhat easy,no,no,some of them,yes,maybe,maybe,yes,no
2014-08-28 11:50:06,33,female,united states,az,yes,yes,yes,sometimes,1-5,no,yes,yes,yes,yes,yes,yes,somewhat easy,maybe,yes,some of them,no,no,no,no,no
2014-08-28 11:50:28,27,male,united kingdom,unknown,no,no,no,never,26-100,no,yes,maybe,not sure,no,maybe,maybe,somewhat easy,no,no,some of them,no,yes,yes,maybe,no
2014-08-28 11:54:23,36,female,united states,ca,no,no,yes,never,6-25,yes,yes,yes,no,no,no,maybe,don't know,maybe,maybe,some of them,some of them,no,no,no,no
2014-08-28 11:58:21,28,male,united kingdom,unknown,no,no,no,never,26-100,no,yes,maybe,not sure,no,no,maybe,somewhat easy,no,no,some of them,yes,maybe,yes,maybe,no
2014-08-28 11:59:23,39,male,united kingdom,unknown,no,no,yes,sometimes,500-1000,no,no,maybe,no,no,no,maybe,don't know,maybe,maybe,some of them,some of them,no,no,maybe,no
2014-08-28 12:02:59,33,male,united states,va,yes,yes,yes,sometimes,1-5,yes,yes,no,yes,no,no,yes,very easy,maybe,maybe,yes,yes,no,no,yes,no
2014-08-28 12:05:41,32,male,united kingdom,unknown,no,no,no,don't know,more than 1000,no,no,maybe,not sure,no,maybe,maybe,don't know,maybe,no,some of them,some of them,no,yes,maybe,no
2014-08-28 12:06:55,28,male,united kingdom,unknown,no,no,no,don't know,more than 1000,no,no,maybe,not sure,no,maybe,maybe,don't know,no,no,some of them,some of them,yes,yes,no,no
2014-08-28 12:07:28,37,male,united kingdom,unknown,no,yes,yes,rarely,6-25,no,yes,no,no,no,no,yes,somewhat easy,yes,no,some of them,yes,no,maybe,no,yes
2014-08-28 12:08:30,39,male,canada,unknown,no,no,yes,sometimes,100-500,no,no,yes,yes,yes,yes,yes,very easy,yes,no,some of them,yes,no,maybe,no,yes
2014-08-28 12:09:18,43,other,united states,va,no,no,no,sometimes,6-25,yes,yes,maybe,no,no,maybe,maybe,don't know,maybe,no,no,no,no,maybe,no,no
2014-08-28 12:10:08,32,other,united kingdom,unknown,no,no,yes,sometimes,more than 1000,no,no,maybe,no,yes,yes,maybe,don't know,no,no,yes,some of them,yes,yes,yes,yes
2014-08-28 12:10:42,27,female,united states,wa,no,no,no,don't know,more than 1000,no,yes,maybe,not sure,no,yes,maybe,don't know,maybe,no,some of them,yes,no,no,maybe,no
2014-08-28 12:12:49,31,female,united kingdom,unknown,no,no,no,don't know,6-25,no,yes,maybe,no,no,no,maybe,don't know,no,no,yes,yes,maybe,maybe,maybe,no
2014-08-28 12:15:08,43,male,united kingdom,unknown,no,no,yes,never,26-100,no,yes,maybe,no,no,maybe,maybe,don't know,no,no,yes,yes,yes,yes,maybe,no
2014-08-28 12:19:34,33,male,united states,wi,no,no,yes,sometimes,6-25,yes,yes,no,yes,no,no,yes,somewhat difficult,no,no,yes,yes,yes,yes,maybe,no
2014-08-28 12:19:42,34,male,united kingdom,unknown,no,yes,yes,sometimes,more than 1000,no,yes,maybe,not sure,maybe,maybe,yes,very easy,no,no,some of them,yes,no,maybe,yes,no
2014-08-28 12:22:14,33,male,united states,ca,yes,no,no,don't know,1-5,no,yes,maybe,no,no,no,maybe,don't know,no,no,yes,yes,no,maybe,maybe,no
2014-08-28 12:23:37,25,male,united states,ca,no,no,no,don't know,6-25,no,yes,maybe,no,no,no,maybe,don't know,no,no,some of them,yes,no,no,maybe,no
2014-08-28 12:30:20,25,male,united states,ne,no,yes,yes,sometimes,more than 1000,no,no,yes,yes,yes,yes,yes,don't know,maybe,no,some of them,some of them,no,no,no,yes
2014-08-28 12:40:46,32,male,united kingdom,unknown,yes,yes,no,don't know,1-5,no,yes,no,yes,no,no,yes,somewhat easy,no,no,no,yes,no,maybe,no,no
2014-08-28 12:42:12,25,male,united states,co,no,yes,yes,sometimes,26-100,no,yes,yes,yes,maybe,maybe,yes,don't know,maybe,no,some of them,some of them,no,maybe,maybe,no
2014-08-28 12:42:30,37,male,netherlands,unknown,no,no,no,don't know,100-500,yes,no,maybe,no,maybe,maybe,maybe,somewhat easy,maybe,no,yes,yes,no,no,maybe,no
2014-08-28 12:44:55,39,male,switzerland,unknown,no,no,yes,never,more than 1000,no,yes,yes,yes,yes,yes,yes,somewhat easy,no,no,some of them,some of them,no,maybe,yes,no
2014-08-28 12:53:21,29,male,united kingdom,unknown,no,no,no,rarely,100-500,no,yes,maybe,not sure,no,no,maybe,somewhat easy,no,no,some of them,yes,no,maybe,maybe,yes
2014-08-28 13:01:26,33,male,united states,ny,no,no,yes,sometimes,more than 1000,no,yes,yes,yes,maybe,maybe,maybe,don't know,maybe,maybe,some of them,some of them,no,no,maybe,no
2014-08-28 13:04:30,37,female,united states,tx,no,no,yes,often,6-25,yes,yes,maybe,not sure,no,no,yes,somewhat difficult,yes,no,some of them,some of them,no,yes,no,yes
2014-08-28 13:08:36,35,female,united states,la,no,no,yes,sometimes,100-500,no,no,yes,no,no,no,yes,very difficult,yes,maybe,no,some of them,no,yes,no,yes
2014-08-28 13:11:05,22,female,united states,wa,no,yes,yes,sometimes,more than 1000,no,yes,maybe,not sure,maybe,maybe,maybe,very difficult,yes,maybe,some of them,some of them,no,maybe,no,yes
2014-08-28 13:17:40,38,male,united states,mi,no,no,no,never,26-100,no,yes,yes,yes,no,no,maybe,somewhat easy,maybe,no,some of them,yes,no,maybe,no,yes
2014-08-28 13:26:17,32,female,united states,ca,no,yes,yes,often,100-500,no,yes,yes,no,no,maybe,maybe,don't know,yes,no,some of them,yes,no,no,maybe,no
2014-08-28 13:32:37,28,male,brazil,unknown,no,no,no,don't know,26-100,no,yes,maybe,no,no,no,maybe,don't know,maybe,no,some of them,yes,maybe,yes,no,yes
2014-08-28 13:34:57,27,male,switzerland,unknown,no,yes,no,don't know,26-100,no,yes,no,no,no,no,maybe,don't know,maybe,no,some of them,yes,no,yes,no,no
